timestamp,service,C,I,B,P,R,score,status,attack_type,label
2026-03-29T14:15:23.548913,service-orders,1.0,1.0,0.2222,1.0,1.0,0.8056,DEGRADED,falco_sensitive_file,1
2026-03-29T14:15:33.593407,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:15:40.729308,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:15:48.295576,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:15:56.421695,service-orders,1.0,1.0,0.2221,1.0,1.0,0.8055,DEGRADED,falco_sensitive_file,1
2026-03-29T14:16:06.561278,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:16:13.633648,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:16:23.656306,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:16:29.330230,service-orders,1.0,1.0,0.4444,1.0,1.0,0.8611,HEALTHY,falco_sensitive_file,1
2026-03-29T14:16:39.253956,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:16:47.432297,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:16:59.791264,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:17:03.122521,service-orders,1.0,1.0,0.4442,1.0,1.0,0.8611,HEALTHY,falco_sensitive_file,1
2026-03-29T14:17:11.169145,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:17:19.661779,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:17:35.284860,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:17:37.355004,service-orders,1.0,1.0,0.5555,1.0,1.0,0.8889,HEALTHY,falco_sensitive_file,1
2026-03-29T14:17:46.460949,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:17:55.435355,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:18:10.088063,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:18:12.734317,service-orders,1.0,1.0,0.5556,1.0,1.0,0.8889,HEALTHY,falco_sensitive_file,1
2026-03-29T14:18:22.267092,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:18:34.745689,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:18:41.992175,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:18:47.654963,service-orders,1.0,1.0,0.4444,1.0,1.0,0.8611,HEALTHY,falco_sensitive_file,1
2026-03-29T14:18:56.274507,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:19:10.142959,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:19:17.671949,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:19:21.060305,service-orders,1.0,1.0,0.4444,1.0,1.0,0.8611,HEALTHY,falco_sensitive_file,1
2026-03-29T14:19:29.673665,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:19:42.933144,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:19:52.590519,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:19:56.359203,service-orders,1.0,1.0,0.4445,1.0,1.0,0.8611,HEALTHY,falco_sensitive_file,1
2026-03-29T14:20:05.496887,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:20:17.935041,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:20:27.373237,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:20:31.724269,service-orders,1.0,1.0,0.3333,1.0,1.0,0.8333,DEGRADED,falco_sensitive_file,1
2026-03-29T14:20:44.460858,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:20:52.563507,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:21:02.973810,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:21:07.924667,service-orders,1.0,1.0,0.4444,1.0,1.0,0.8611,HEALTHY,falco_sensitive_file,1
2026-03-29T14:21:20.153858,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:21:28.262162,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:21:35.068799,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:21:41.669701,service-orders,1.0,1.0,0.2222,1.0,1.0,0.8056,DEGRADED,falco_sensitive_file,1
2026-03-29T14:21:54.878222,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:22:03.535378,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:22:12.200161,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:22:16.618609,service-orders,1.0,1.0,0.3333,1.0,1.0,0.8333,DEGRADED,falco_sensitive_file,1
2026-03-29T14:22:31.001687,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:22:41.241240,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:22:53.378805,service-orders,1.0,1.0,0.2222,1.0,1.0,0.8055,DEGRADED,multi_attack,1
2026-03-29T14:22:55.861505,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:22:55.965752,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:22:56.710092,service-orders,1.0,1.0,0.2222,1.0,1.0,0.8055,DEGRADED,falco_sensitive_file,1
2026-03-29T14:22:56.870463,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:22:58.915090,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:23:07.167952,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,falco_sensitive_file,1
2026-03-29T14:23:27.343155,service-orders,1.0,1.0,0.3338,1.0,1.0,0.8334,DEGRADED,multi_attack,1
2026-03-29T14:23:31.169645,service-auth,1.0,1.0,0.889,1.0,1.0,0.9722,HEALTHY,multi_attack,1
2026-03-29T14:23:33.878614,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:23:35.514247,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:24:00.139177,service-orders,1.0,1.0,0.3333,1.0,1.0,0.8333,DEGRADED,multi_attack,1
2026-03-29T14:24:05.407217,service-auth,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,multi_attack,1
2026-03-29T14:24:10.539508,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:24:10.726996,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:24:32.826352,service-orders,1.0,1.0,0.2222,1.0,1.0,0.8056,DEGRADED,multi_attack,1
2026-03-29T14:24:37.588092,service-auth,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,multi_attack,1
2026-03-29T14:24:44.037539,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:24:46.604809,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:25:09.118660,service-orders,1.0,1.0,0.3333,1.0,1.0,0.8333,DEGRADED,multi_attack,1
2026-03-29T14:25:09.668313,service-auth,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,multi_attack,1
2026-03-29T14:25:16.125819,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:25:22.706610,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:25:41.249044,service-orders,1.0,1.0,0.2222,1.0,1.0,0.8056,DEGRADED,multi_attack,1
2026-03-29T14:25:45.971827,service-auth,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,multi_attack,1
2026-03-29T14:25:52.140247,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:25:58.644832,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:26:17.614797,service-orders,1.0,1.0,0.4445,1.0,1.0,0.8611,HEALTHY,multi_attack,1
2026-03-29T14:26:19.364323,service-auth,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,multi_attack,1
2026-03-29T14:26:27.452347,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:26:33.454064,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:26:50.618178,service-orders,1.0,1.0,0.5555,1.0,1.0,0.8889,HEALTHY,multi_attack,1
2026-03-29T14:26:54.897426,service-auth,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,multi_attack,1
2026-03-29T14:27:03.596705,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:27:09.138538,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:27:23.419965,service-orders,1.0,1.0,0.7778,1.0,1.0,0.9444,HEALTHY,multi_attack,1
2026-03-29T14:27:30.691847,service-auth,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,multi_attack,1
2026-03-29T14:27:39.407877,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:27:45.225948,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:27:58.255435,service-orders,1.0,1.0,0.4441,1.0,1.0,0.861,HEALTHY,multi_attack,1
2026-03-29T14:28:03.671706,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:28:12.528221,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:28:18.124655,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:28:33.839467,service-orders,1.0,1.0,0.4444,1.0,1.0,0.8611,HEALTHY,multi_attack,1
2026-03-29T14:28:36.865790,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:28:46.320550,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:28:51.740484,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:29:09.764571,service-orders,1.0,1.0,0.4445,1.0,1.0,0.8611,HEALTHY,multi_attack,1
2026-03-29T14:29:11.808823,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:29:19.825771,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:29:25.620478,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:29:45.119246,service-orders,1.0,1.0,0.4444,1.0,1.0,0.8611,HEALTHY,multi_attack,1
2026-03-29T14:29:47.008667,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:29:55.549922,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:30:01.848143,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:30:17.518021,service-orders,1.0,1.0,0.5557,1.0,1.0,0.8889,HEALTHY,multi_attack,1
2026-03-29T14:30:23.298014,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:30:31.621075,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:30:37.737911,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:30:53.508739,service-orders,1.0,1.0,0.5555,1.0,1.0,0.8889,HEALTHY,multi_attack,1
2026-03-29T14:30:58.234714,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:31:05.605253,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:31:11.743426,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:31:25.533540,service-orders,1.0,1.0,0.4444,1.0,1.0,0.8611,HEALTHY,multi_attack,1
2026-03-29T14:31:30.204657,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:31:37.735631,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:31:44.760784,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:31:57.651235,service-orders,1.0,1.0,0.4444,1.0,1.0,0.8611,HEALTHY,multi_attack,1
2026-03-29T14:32:07.534250,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:32:13.718665,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:32:20.618338,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:32:33.217383,service-orders,1.0,1.0,0.7778,1.0,1.0,0.9444,HEALTHY,multi_attack,1
2026-03-29T14:32:43.048991,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:32:47.604017,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:32:54.513522,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:33:05.536825,service-orders,1.0,1.0,0.7778,1.0,1.0,0.9444,HEALTHY,multi_attack,1
2026-03-29T14:33:15.204746,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:33:20.821190,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:33:28.635450,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:33:40.819765,service-orders,1.0,1.0,0.7778,1.0,1.0,0.9444,HEALTHY,multi_attack,1
2026-03-29T14:33:47.377146,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:33:52.805341,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:34:00.756667,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:34:13.045221,service-orders,1.0,1.0,0.4444,1.0,1.0,0.8611,HEALTHY,multi_attack,1
2026-03-29T14:34:19.920633,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:34:27.084514,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:34:34.616780,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:34:45.009313,service-orders,1.0,1.0,0.4443,1.0,1.0,0.8611,HEALTHY,multi_attack,1
2026-03-29T14:34:51.901357,service-auth,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,multi_attack,1
2026-03-29T14:34:59.316764,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:35:08.347390,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:35:19.925253,service-orders,1.0,1.0,0.3333,1.0,1.0,0.8333,DEGRADED,multi_attack,1
2026-03-29T14:35:27.468405,service-auth,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,multi_attack,1
2026-03-29T14:35:33.119987,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:35:42.202387,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:35:55.417069,service-orders,1.0,1.0,0.4444,1.0,1.0,0.8611,HEALTHY,multi_attack,1
2026-03-29T14:36:02.567588,service-auth,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,multi_attack,1
2026-03-29T14:36:06.859026,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:36:16.116625,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:36:30.649339,service-orders,1.0,1.0,0.4445,1.0,1.0,0.8611,HEALTHY,multi_attack,1
2026-03-29T14:36:37.879068,service-auth,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,multi_attack,1
2026-03-29T14:36:43.013377,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:36:51.453764,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:37:05.415766,service-orders,1.0,1.0,0.2222,1.0,1.0,0.8056,DEGRADED,multi_attack,1
2026-03-29T14:37:11.083404,service-auth,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,multi_attack,1
2026-03-29T14:37:16.299391,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:37:25.213778,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:37:37.337898,service-orders,1.0,1.0,0.1111,1.0,1.0,0.7778,DEGRADED,multi_attack,1
2026-03-29T14:37:46.029465,service-auth,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,multi_attack,1
2026-03-29T14:37:53.608099,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:37:58.804498,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:38:09.330884,service-orders,1.0,1.0,0.0,1.0,1.0,0.75,DEGRADED,multi_attack,1
2026-03-29T14:38:21.522689,service-auth,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,multi_attack,1
2026-03-29T14:38:29.753971,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:38:32.156283,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:38:44.919753,service-orders,1.0,1.0,0.3333,1.0,1.0,0.8333,DEGRADED,multi_attack,1
2026-03-29T14:38:57.127268,service-auth,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,multi_attack,1
2026-03-29T14:39:05.712245,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:39:06.826187,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:39:20.213217,service-orders,1.0,1.0,0.3333,1.0,1.0,0.8333,DEGRADED,multi_attack,1
2026-03-29T14:39:33.433262,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:39:43.104141,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:39:43.809924,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:39:56.414633,service-orders,1.0,1.0,0.4449,1.0,1.0,0.8612,HEALTHY,multi_attack,1
2026-03-29T14:40:11.114946,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:40:13.218469,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:40:16.400188,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:40:19.438241,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:40:20.358394,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,multi_attack,1
2026-03-29T14:40:20.402119,service-orders,1.0,1.0,0.4445,1.0,1.0,0.8611,HEALTHY,none,0
2026-03-29T14:40:20.466552,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:40:28.927368,service-orders,1.0,1.0,0.4445,1.0,1.0,0.8611,HEALTHY,multi_attack,1
2026-03-29T14:40:47.438084,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:40:55.089215,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:40:57.059213,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:40:57.323434,service-orders,1.0,1.0,0.4444,1.0,1.0,0.8611,HEALTHY,none,0
2026-03-29T14:41:19.331241,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:41:27.772164,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:41:32.141699,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:41:32.314498,service-orders,1.0,1.0,0.6667,1.0,1.0,0.9167,HEALTHY,none,0
2026-03-29T14:41:51.304507,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:42:00.170601,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:42:06.638799,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:42:11.327205,service-orders,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,none,0
2026-03-29T14:42:23.341989,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:42:32.284582,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:42:38.632153,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:42:46.009686,service-orders,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:42:55.223085,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:43:04.293885,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:43:11.450254,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:43:22.671748,service-orders,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:43:28.926237,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:43:38.156033,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:43:45.188712,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:43:57.921858,service-orders,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:44:02.931892,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:44:12.272040,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:44:22.876912,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:44:30.612366,service-orders,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:44:35.827182,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:44:45.279760,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:44:58.334106,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:45:06.040275,service-orders,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:45:09.158643,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:45:17.401766,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:45:32.736357,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:45:40.812483,service-orders,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,none,0
2026-03-29T14:45:44.614772,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:45:53.359770,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:46:04.852579,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:46:15.625329,service-orders,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,none,0
2026-03-29T14:46:19.430567,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:46:31.356647,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:46:37.456264,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:46:47.706347,service-orders,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,none,0
2026-03-29T14:46:53.526983,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:47:03.257489,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T14:47:10.040607,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
